PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
275610964,22040096,6,2022-03-18T12:53:00,"40 Block S 13th St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 9489 Found Property,1702,3,3,-79.9855304454104,40.4297501371654
275639988,22040467,23,2022-03-18T23:48:00,"5100 Block Bigelow Blvd Pittsburgh, PA 15213",Y,North Oakland,4,PUBLIC DRUNKENESS,5505 Public Drunkenness / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF / 5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,403,,,,
276995111,22048790,3,2022-04-02T00:53:00,"1900 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,ROBBERY,3701 Robbery. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,2901,4,3,-79.9875088066487,40.3960603966568
-3415036986,22048803,0,2022-04-02T01:28:00,"7300 Block Hamilton Ave Pittsburgh, PA 15208",N,Homewood South,5,99,9999 9999 - (Misc. Incident): ,1303,9,2,-79.8956475808347,40.4540244912611
277010439,22048850,99,2022-04-02T04:16:00,"2900 Block Merwyn Ave Pittsburgh, PA 15204",N,Sheraden,6,AIDED CASE,9497 Aided Case,2018,2,5,-80.0504243954382,40.45572961317
277015184,22048866,99,2022-04-02T04:58:00,"2500 Block West Liberty Ave Pittsburgh, PA 15226",N,Beechview,6,PROSTITUTION INVESTIGATION,9126 Prostitution Investigation / 615.02 Public Nuisances,1920,4,5,-80.0254967571288,40.3991926113208
277037304,22048805,4,2022-04-02T01:31:00,"1200 Block Western Ave Pittsburgh, PA 15233",Y,Chateau,1,AGG-ASSAULT,2702 Aggravated Assault. / 4910 Tampering with or Fabricating Physical Evidence. / 901 Criminal Attempt,2108,6,1,-80.0219684615574,40.4512177173984
277037756,22045895,27,2022-03-28T06:00:00,"3900 Block Beechwood Blvd Pittsburgh, PA 15217",N,Greenfield,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1517,5,3,-79.9332509268365,40.4284831376115
277038036,22048914,0,2022-04-02T09:23:00,"Middle St & Virgin Way Pittsburgh, PA 15212",N,East Allegheny,1,99,8106 Shots Fired,2304,1,1,-79.9990986478334,40.4534380777482
277075168,22049222,24,2022-04-02T18:24:00,"600 Block Liberty Ave Pittsburgh, PA 15222",Y,Central Business District,2,DISORDERLY CONDUCT,5503 Disorderly Conduct.,201,6,6,-80.0016237646793,40.4417809547139
275225775,22037848,4,2022-03-14T21:05:00,"3800 Block California Ave Pittsburgh, PA 15212",N,Brighton Heights,1,AGG-ASSAULT,2702 Aggravated Assault. / 2705 Recklessly Endangering Another Person. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,2701,1,1,-80.0405028825915,40.4844164741589
275230537,22037937,99,2022-03-15T01:26:00,"Lelia St Pittsburgh, PA 15211",N,Mount Washington,3,AIDED CASE,9497 Aided Case,1915,1,1,-79.9997897104722,40.4682277586261
275301278,22038219,6,2022-03-15T02:00:00,"500 Block E North Ave Pittsburgh, PA 15212",N,East Allegheny,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2304,1,1,-80.0014905730358,40.4565803049788
275314441,22038284,99,2022-03-15T14:35:00,"10 Block Plough St Pittsburgh, PA 15212",N,Windgap,1,FOUND PROPERTY,9489 Found Property,2807,,,,
275320376,22038327,0,2022-03-15T16:42:00,"1800 Block Morningside Ave Pittsburgh, PA 15206",N,Morningside,5,99,9998 Overdose Other,1014,7,2,-79.9268250101656,40.4865065649153
277231030,22050148,6,2022-04-02T20:00:00,"Woodbine St & Stanton Ave Pittsburgh, PA 15201",N,Stanton Heights,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1005,9,2,-79.9437661815717,40.4792607057944
277238288,22050224,11,2022-03-15T13:00:00,"1600 Block Alverado Ave Pittsburgh, PA 15216",N,Beechview,6,IDENTITY THEFT,4120 Identity Theft,1916,4,5,-80.028511053322,40.410337662268
277240610,22050206,11,2022-04-04T15:07:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Manchester,1,CREDIT CARDS,4106 Access Device Fraud / 3928 Unauthorized Use of Automobile and Other Vehicles.,2107,6,1,-80.0219684615574,40.4512177173984
277251934,22050404,99,2022-04-04T22:00:00,"Trelona Way & Freedom Ave Pittsburgh, PA 15226",N,Brookline,6,FOUND PROPERTY,9489 Found Property,1918,4,5,-80.0129969887077,40.3880606425634
275140144,22037363,10,2022-03-14T00:03:00,"2400 Block Chauncey Dr Pittsburgh, PA 15219",Y,Bedford Dwellings,2,HARRASSMENT,2709(a) Harassment.,509,6,3,-79.9746251357847,40.4498408057687
275175310,22037484,99,2022-03-14T09:01:00,"Glen Mawr St & Hammond St Pittsburgh, PA 15204",Y,Sheraden,6,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2018,2,5,-80.0512499705451,40.455162205667
-3479002762,22038039,0,2022-03-15T06:13:00,"100 Block N Negley Ave Pittsburgh, PA 15206",N,Garfield,5,99,9999 9999 - (Misc. Incident): Dispute,1114,7,2,-79.924731373482,40.4742835282836
-3271097889,22038246,10,2022-03-15T14:39:00,"100 Block Meritt Ave Pittsburgh, PA 15227",Y,Carrick,3,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(3) Harassment No Legitimate Purpose / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2904,4,3,-79.9809965149306,40.3835241080445
275317985,22038283,24,2022-03-15T15:30:00,"800 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,DISORDERLY CONDUCT,5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,201,6,6,-79.9989191960258,40.4426863590683
277117170,22049260,0,2022-04-03T10:55:00,"2100 Block Webster Ave Pittsburgh, PA 15219",N,Middle Hill,2,99,9994 PFA Service,501,,,,
277117625,22049590,11,2022-04-03T11:30:00,"300 Block S Main St Pittsburgh, PA 15220",N,West End,6,IDENTITY THEFT,4120 Identity Theft,2019,7,2,-79.9579476679689,40.4673830136992
277118298,22049575,0,2022-04-03T10:00:00,"200 Block Charles St Pittsburgh, PA 15210",N,Lincoln Place,3,99,9999 9999 - (Misc. Incident):  ,3102,3,5,-79.9907456942582,40.4164630770812
277122058,22049622,6,2022-04-03T12:45:00,"3200 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1609,2,5,-80.0503523924791,40.4615107539974
277122489,22049636,0,2022-04-03T13:30:00,"3200 Block Chartiers Ave Pittsburgh, PA 15204",N,Sheraden,6,99,9999 9999 - (Misc. Incident): ,2022,2,5,-80.0643987926921,40.4539354310333
277135627,22049724,26,2022-04-03T17:00:00,"200 Block Amabell St Pittsburgh, PA 15211",N,Mount Washington,3,CRIMINAL TRESPASS,3503 Criminal Trespass,1903,2,5,-80.0143467542888,40.432933193369
277142895,22049870,99,2022-04-03T21:09:00,"5500 Block Black St Pittsburgh, PA 15206",N,East Liberty,5,NON-VIOLENT DOMESTIC,9012 Non-Violent Domestic,1113,9,2,-79.9298807872568,40.4693956489147
277145068,22049843,21,2022-04-03T22:11:00,"900 Block Smithton Ave Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,DUI - GENERAL IMPAIRMENT,3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3802(a)(1) DUI - General Impairment / 3744 Duty to Give Information and Render Aid / 3714 Careless Driving,2715,1,1,-80.0236171826162,40.4751333954167
275701208,22040950,17,2022-03-19T19:30:00,Zone 1,N,,1,SEXUAL ABUSE OF CHILDREN,6312 Sexual Abuse of Children.,,,,,
275702552,22040964,27,2022-03-19T20:53:00,"8200 Block Frankstown Ave Pittsburgh, PA 15221",N,East Hills,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3746 Immediate Notice of Accident to Police Department,1306,9,2,-79.8808323943763,40.455052657012
275714789,22041166,20,2022-03-20T02:36:00,"800 Block Allegheny Ave Pittsburgh, PA 15233",Y,Chateau,1,ENDANGER WELFARE OF CHILDREN,4304(a)(1) Endangering Welfare of Children. / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 3802(a)(1) DUI - General Impairment,2108,1,1,-80.0184036579601,40.4509349301801
275715624,22041162,0,2022-03-20T02:17:00,"2600 Block S 18th St Pittsburgh, PA 15210",Y,South Side Slopes,3,DUI - GENERAL IMPAIRMENT,3802(a)(1) DUI - General Impairment / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3316(a) use of interactive wireless communications devices for text-based communications while operating motor vehicles prohibited / 3714 Careless Driving,1706,3,3,-79.9852869177147,40.4210724620971
275724235,22041215,4,2022-03-20T05:45:00,"Pennsylvania Ave & Bidwell St Pittsburgh, PA 15233",N,Manchester,1,SIMPLE ASSAULT,"2707.1 Discharge of a Firearm into Occupied Structure / 3304(a)(1) CRIMINAL MISCHIEF-Prop Damage By Fire, Explosives, or Other Dangerous Means",2107,6,1,-80.021296668649,40.4549817241102
275743063,22041394,6,2022-03-20T15:40:00,"600 Block Hillsboro St Pittsburgh, PA 15204",N,Sheraden,6,THEFT,3921 Theft by Unlawful Taking or Disposition.,2018,,,,
275760324,22041615,17,2022-03-12T06:00:00,Zone 4,N,,4,SEXUAL ASSAULT,3124.1 Sexual Assault,,,,,
277238446,22050175,0,2022-04-04T14:00:00,"2400 Block Toner St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,9999 9999 - (Misc. Incident): ,2704,1,1,-80.0319593036384,40.4659652159636
277250704,22050344,0,2022-04-04T18:59:00,"S 18th St & Jane St Pittsburgh, PA 15203",Y,South Side Flats,3,99,3714 Careless Driving / 3112 Traffic-Control Signals.,1702,3,3,-79.9807436367312,40.426961132351
275640307,22040564,4,2022-03-19T02:59:00,"900 Block 2nd Ave Pittsburgh, PA 15219",Y,Bluff,2,AGG-ASSAULT,2702 Aggravated Assault.,103,6,6,-79.9931846836602,40.4350718181921
275640505,22040298,10,2022-03-18T19:00:00,"1400 Block Locust St Pittsburgh, PA 15219",Y,Elliott,2,SIMPLE ASSAULT,2701 Simple Assault.,103,6,3,-79.9854587006851,40.4360439740714
275641133,22040559,99,2022-03-19T02:42:00,"E Carson St & S 17th St Pittsburgh, PA 15203",Y,South Side Flats,3,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,1702,3,3,-79.9820508989135,40.4288428977869
275713285,22040434,4,2022-03-20T02:00:00,"300 Block North Shore Dr Pittsburgh, PA 15212",Y,North Shore,1,AGG-ASSAULT,2702 Aggravated Assault. / 5503 Disorderly Conduct.,2205,1,1,-80.0096363483307,40.4549103553127
275718443,22041211,0,2022-03-20T04:21:00,"Saw Mill Run Blvd & Maytide St Pittsburgh, PA 15210",Y,Overbrook,3,99,3714 Careless Driving / 627.02(b)(i) Possessing a small amount of marijuana,3204,4,5,-79.9950850672782,40.3847155716283
275731622,22041290,6,2022-03-20T10:30:00,"400 Block Catoma St Pittsburgh, PA 15212",N,Fineview,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2509,1,1,-80.0041444405307,40.46059822021
-3521003596,22041342,27,2022-03-20T13:00:00,"Bigham St & S 11th St Pittsburgh, PA 15205",N,North Oakland,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,404,3,3,-79.9875284169749,40.4294014479217
277077833,22049269,11,2022-04-02T20:23:00,"3500 Block California Ave Pittsburgh, PA 15212",N,Brighton Heights,1,THEFT BY DECEPTION,3922 Theft by Deception.,2703,1,1,-80.0402734714646,40.4782614682453
277079326,22048742,6,2022-04-01T23:02:00,"300 Block Knox Ave Pittsburgh, PA 15210",Y,Allentown,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 2709(a) Harassment. / 3304 Criminal Mischief. / 5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,1803,3,5,-79.9907294814924,40.4201451940261
277082539,22049295,10,2022-04-02T22:30:00,"5th Ave & Hastings St Pittsburgh, PA 15206",Y,Shadyside,4,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessly Endangering Another Person. / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 3302 Meeting Vehicle Proceeding in Opposite Direction. / 3102 Obedience to Authorized Persons Directing Traffic. / 3736 Reckless Driving / 3802(a)(1) DUI - General Impairment / 3301 Driving on Right Side of Roadway.,708,8,3,-79.9133074897601,40.4539031666171
277085411,22049381,5,2022-04-03T00:29:00,"7300 Block Finance St Pittsburgh, PA 15208",N,Homewood South,5,BURGLARY,3502 Burglary.,1303,9,2,-79.8968540006521,40.4523807934276
277089949,22049421,18,2022-04-03T01:39:00,"2400 Block S 18th St Pittsburgh, PA 15203",Y,South Side Slopes,3,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 9501 Bench Warrant,1706,3,3,-79.9830342118224,40.4216607652685
277092706,22049471,21,2022-04-03T02:58:00,"Reedsdale St & Tony Dorsett Dr Pittsburgh, PA 15212",Y,North Shore,1,DUI - GENERAL IMPAIRMENT,3802(b) DUI - High Rate of Alchol - BAC >=.10% <.16% / 3802(a)(1) DUI - General Impairment / 3714 Careless Driving,2205,1,6,-80.0104678976398,40.4482661620612
